﻿Iid,Measure Names,Measure Values
29,Avg. Intel O,6.533333333
29,Avg. Fun O,6.133333333
29,Avg. Amb O,6.533333333
29,Avg. Shar O,4.692307692
30,Avg. Attr O,6.0625
30,Avg. Sinc O,6.866666667
30,Avg. Intel O,7.333333333
30,Avg. Fun O,6.266666667
30,Avg. Amb O,7.285714286
30,Avg. Shar O,4.916666667
31,Avg. Attr O,7.875
31,Avg. Sinc O,7.25
31,Avg. Intel O,7.4375
31,Avg. Fun O,6.5
31,Avg. Amb O,7.6
31,Avg. Shar O,5.818181818
32,Avg. Attr O,6.933333333
32,Avg. Sinc O,7.8
32,Avg. Intel O,8.2
32,Avg. Fun O,7.2
32,Avg. Amb O,7.466666667
32,Avg. Shar O,5.428571429
33,Avg. Attr O,6
33,Avg. Sinc O,7.8125
33,Avg. Intel O,8.0625
33,Avg. Fun O,6.8125
33,Avg. Amb O,7.266666667
33,Avg. Shar O,5.533333333
34,Avg. Attr O,7.1875
34,Avg. Sinc O,7.3125
34,Avg. Intel O,7.333333333
34,Avg. Fun O,6.866666667
34,Avg. Amb O,7.25
34,Avg. Shar O,5.214285714
35,Avg. Attr O,7.3125
35,Avg. Sinc O,6.533333333
35,Avg. Intel O,7.866666667
35,Avg. Fun O,5.571428571
35,Avg. Amb O,7.2
35,Avg. Shar O,5.214285714
36,Avg. Attr O,6.25
36,Avg. Sinc O,7
36,Avg. Intel O,7.133333333
36,Avg. Fun O,6.066666667
36,Avg. Amb O,7.133333333
36,Avg. Shar O,5.230769231
37,Avg. Attr O,4.933333333
37,Avg. Sinc O,6.866666667
37,Avg. Intel O,7.4
37,Avg. Fun O,5.666666667
37,Avg. Amb O,6.4
37,Avg. Shar O,5
38,Avg. Attr O,6.533333333
38,Avg. Sinc O,7.533333333
38,Avg. Intel O,7.733333333
38,Avg. Fun O,7.6
38,Avg. Amb O,7.714285714
38,Avg. Shar O,6
39,Avg. Attr O,4.333333333
39,Avg. Sinc O,7.333333333
39,Avg. Intel O,6.866666667
39,Avg. Fun O,7.266666667
39,Avg. Amb O,6.2
39,Avg. Shar O,5.357142857
56,Avg. Attr O,7.5
56,Avg. Sinc O,6.8
56,Avg. Intel O,6.5
56,Avg. Fun O,6.9
56,Avg. Amb O,7
56,Avg. Shar O,4.888888889
57,Avg. Attr O,5.3
57,Avg. Sinc O,7.7
57,Avg. Intel O,6.9
57,Avg. Fun O,5.9
57,Avg. Amb O,5.7
57,Avg. Shar O,4.666666667
58,Avg. Attr O,5.888888889
58,Avg. Sinc O,7
58,Avg. Intel O,6.333333333
58,Avg. Fun O,6.375
58,Avg. Amb O,6.333333333
58,Avg. Shar O,5.888888889
59,Avg. Attr O,5.4
59,Avg. Sinc O,7.25
59,Avg. Intel O,6.5
59,Avg. Fun O,3.75
59,Avg. Amb O,4
59,Avg. Shar O,3.75
60,Avg. Attr O,4.8
60,Avg. Sinc O,7
60,Avg. Intel O,6.4
60,Avg. Fun O,6.5
60,Avg. Amb O,6
60,Avg. Shar O,4.666666667
61,Avg. Attr O,3.9
61,Avg. Sinc O,7.1
61,Avg. Intel O,7.555555556
61,Avg. Fun O,5.3
61,Avg. Amb O,5.7
61,Avg. Shar O,4.3
62,Avg. Attr O,8.3
62,Avg. Sinc O,7.1
62,Avg. Intel O,7.6
62,Avg. Fun O,7
62,Avg. Amb O,6.5
62,Avg. Shar O,6.375
63,Avg. Attr O,4.4
63,Avg. Sinc O,6.5
63,Avg. Intel O,7
63,Avg. Fun O,6.2
63,Avg. Amb O,5.888888889
63,Avg. Shar O,4.625
64,Avg. Attr O,5.3
64,Avg. Sinc O,6.2
64,Avg. Intel O,7.4
64,Avg. Fun O,5.6
64,Avg. Amb O,6.5
64,Avg. Shar O,4.7
65,Avg. Attr O,6.5
65,Avg. Sinc O,7.3
65,Avg. Intel O,7
65,Avg. Fun O,7.8
65,Avg. Amb O,6.2
65,Avg. Shar O,5.7
76,Avg. Attr O,6.222222222
76,Avg. Sinc O,6.944444444
76,Avg. Intel O,7.833333333
76,Avg. Fun O,7.647058824
76,Avg. Amb O,6.533333333
76,Avg. Shar O,6.066666667
77,Avg. Attr O,6.833333333
77,Avg. Sinc O,7.235294118
77,Avg. Intel O,7.277777778
77,Avg. Fun O,6.529411765
77,Avg. Amb O,6.333333333
77,Avg. Shar O,5.785714286
78,Avg. Attr O,6.472222222
78,Avg. Sinc O,6.882352941
78,Avg. Intel O,6.694444444
78,Avg. Fun O,5.411764706
78,Avg. Amb O,5.25
78,Avg. Shar O,4.692307692
79,Avg. Attr O,5.888888889
79,Avg. Sinc O,7.833333333
79,Avg. Intel O,7.777777778
79,Avg. Fun O,6.882352941
79,Avg. Amb O,6.25
79,Avg. Shar O,6.2
80,Avg. Attr O,6.388888889
80,Avg. Sinc O,7.944444444
80,Avg. Intel O,7.555555556
80,Avg. Fun O,5.78125
80,Avg. Amb O,6.733333333
80,Avg. Shar O,4.928571429
81,Avg. Attr O,7.888888889
81,Avg. Sinc O,7.277777778
81,Avg. Intel O,7.611111111
81,Avg. Fun O,7
81,Avg. Amb O,8
81,Avg. Shar O,6.666666667
82,Avg. Attr O,6.611111111
82,Avg. Sinc O,7.777777778
82,Avg. Intel O,7.222222222
82,Avg. Fun O,6.941176471
82,Avg. Amb O,5.9375
82,Avg. Shar O,5.3
83,Avg. Attr O,7.333333333
83,Avg. Sinc O,8.055555556
83,Avg. Intel O,7.777777778
83,Avg. Fun O,7.352941176
83,Avg. Amb O,7.0625
83,Avg. Shar O,6.366666667
84,Avg. Attr O,6.777777778
84,Avg. Sinc O,7.666666667
84,Avg. Intel O,7.805555556
84,Avg. Fun O,6.911764706
84,Avg. Amb O,6.875
84,Avg. Shar O,5.8125
85,Avg. Attr O,6.388888889
85,Avg. Sinc O,7.722222222
85,Avg. Intel O,7.333333333
85,Avg. Fun O,6.352941176
85,Avg. Amb O,6.2
85,Avg. Shar O,5.928571429
86,Avg. Attr O,7.333333333
86,Avg. Sinc O,7.888888889
86,Avg. Intel O,8
86,Avg. Fun O,7.666666667
86,Avg. Amb O,7.266666667
86,Avg. Shar O,6.388888889
87,Avg. Attr O,7.5
87,Avg. Sinc O,7.166666667
87,Avg. Intel O,7.111111111
87,Avg. Fun O,6.941176471
87,Avg. Amb O,6.466666667
87,Avg. Shar O,5.607142857
88,Avg. Attr O,7
88,Avg. Sinc O,7.611111111
88,Avg. Intel O,7.277777778
88,Avg. Fun O,6.888888889
88,Avg. Amb O,6.533333333
88,Avg. Shar O,6.3125
89,Avg. Attr O,6.944444444
89,Avg. Sinc O,7.388888889
89,Avg. Intel O,7.611111111
89,Avg. Fun O,6
89,Avg. Amb O,7.352941176
89,Avg. Shar O,4.666666667
90,Avg. Attr O,5.888888889
90,Avg. Sinc O,8
90,Avg. Intel O,7.722222222
90,Avg. Fun O,4.823529412
90,Avg. Amb O,6.0625
90,Avg. Shar O,4.066666667
91,Avg. Attr O,8.388888889
91,Avg. Sinc O,8
91,Avg. Intel O,8.222222222
91,Avg. Fun O,7.764705882
91,Avg. Amb O,8.1875
91,Avg. Shar O,6.733333333
92,Avg. Attr O,7.888888889
92,Avg. Sinc O,7.764705882
92,Avg. Intel O,7.388888889
92,Avg. Fun O,6.176470588
92,Avg. Amb O,6.666666667
92,Avg. Shar O,5.733333333
93,Avg. Attr O,7.138888889
93,Avg. Sinc O,7.972222222
93,Avg. Intel O,8
93,Avg. Fun O,7.5
93,Avg. Amb O,6.9
93,Avg. Shar O,6.3125
112,Avg. Attr O,7.9
112,Avg. Sinc O,7.3
112,Avg. Intel O,7.5
112,Avg. Fun O,7
112,Avg. Amb O,6.2
112,Avg. Shar O,6.4
113,Avg. Attr O,6.4
113,Avg. Sinc O,6.7
113,Avg. Intel O,7
113,Avg. Fun O,6.6
113,Avg. Amb O,6
113,Avg. Shar O,6.1
114,Avg. Attr O,5
114,Avg. Sinc O,6.8
114,Avg. Intel O,7.1
114,Avg. Fun O,5.5
114,Avg. Amb O,6.111111111
114,Avg. Shar O,5.111111111
115,Avg. Attr O,7.222222222
115,Avg. Sinc O,6.333333333
115,Avg. Intel O,6.555555556
115,Avg. Fun O,7.222222222
115,Avg. Amb O,6.444444444
115,Avg. Shar O,6.888888889
116,Avg. Attr O,6.7
116,Avg. Sinc O,6.777777778
116,Avg. Intel O,6.5
116,Avg. Fun O,6.3
116,Avg. Amb O,6.3
116,Avg. Shar O,6.2
117,Avg. Attr O,7.777777778
117,Avg. Sinc O,7.222222222
117,Avg. Intel O,7.444444444
117,Avg. Fun O,7.444444444
117,Avg. Amb O,7.444444444
117,Avg. Shar O,7
119,Avg. Attr O,7.9
119,Avg. Sinc O,7.6
119,Avg. Intel O,7
119,Avg. Fun O,6.8
119,Avg. Amb O,6.7
119,Avg. Shar O,5.888888889
120,Avg. Attr O,7.8
120,Avg. Sinc O,6.6
120,Avg. Intel O,7.5
120,Avg. Fun O,7.3
120,Avg. Amb O,6.9
120,Avg. Shar O,6.2
121,Avg. Attr O,4.8
121,Avg. Sinc O,6.5
121,Avg. Intel O,7.2
121,Avg. Fun O,4.8
121,Avg. Amb O,5.4
121,Avg. Shar O,4
132,Avg. Attr O,7.8
132,Avg. Sinc O,7.25
132,Avg. Intel O,7
132,Avg. Fun O,7.2
132,Avg. Amb O,7.2
132,Avg. Shar O,6.5
133,Avg. Attr O,5.2
133,Avg. Sinc O,9
133,Avg. Intel O,9
133,Avg. Fun O,7.2
133,Avg. Amb O,7.4
133,Avg. Shar O,4.25
134,Avg. Attr O,6.5
134,Avg. Sinc O,8.4
134,Avg. Intel O,8.3
134,Avg. Fun O,6.2
134,Avg. Amb O,6.8
134,Avg. Shar O,4.333333333
135,Avg. Attr O,6.3
135,Avg. Sinc O,7.75
135,Avg. Intel O,7.5
135,Avg. Fun O,5.8
135,Avg. Amb O,6.4
135,Avg. Shar O,4.75
136,Avg. Attr O,5.8
136,Avg. Sinc O,7.2
136,Avg. Intel O,8.25
136,Avg. Fun O,7.2
136,Avg. Amb O,8
136,Avg. Shar O,6.5
142,Avg. Attr O,7.3125
142,Avg. Sinc O,7.1875
142,Avg. Intel O,7.6875
142,Avg. Fun O,6.6875
142,Avg. Amb O,6.538461538
142,Avg. Shar O,5.692307692
143,Avg. Attr O,4.666666667
143,Avg. Sinc O,7.6875
143,Avg. Intel O,7.4375
143,Avg. Fun O,5
143,Avg. Amb O,6.928571429
143,Avg. Shar O,4.571428571
144,Avg. Attr O,6.866666667
144,Avg. Sinc O,7.6
144,Avg. Intel O,8.2
144,Avg. Fun O,7.4
144,Avg. Amb O,6.571428571
144,Avg. Shar O,6.285714286
145,Avg. Attr O,5.4375
145,Avg. Sinc O,7.375
145,Avg. Intel O,7.875
145,Avg. Fun O,6.0625
145,Avg. Amb O,6.571428571
145,Avg. Shar O,5.4
146,Avg. Attr O,5.5
146,Avg. Sinc O,7.125
146,Avg. Intel O,7.6
146,Avg. Fun O,5.375
146,Avg. Amb O,6.2
146,Avg. Shar O,5.230769231
147,Avg. Attr O,6.75
147,Avg. Sinc O,7.125
147,Avg. Intel O,7.133333333
147,Avg. Fun O,8
147,Avg. Amb O,6.533333333
147,Avg. Shar O,5.5
148,Avg. Attr O,7.0625
148,Avg. Sinc O,7
148,Avg. Intel O,7.3125
148,Avg. Fun O,6.5
148,Avg. Amb O,7
148,Avg. Shar O,5.333333333
149,Avg. Attr O,7.3125
149,Avg. Sinc O,7.0625
149,Avg. Intel O,7.4375
149,Avg. Fun O,6.5
149,Avg. Amb O,6.857142857
149,Avg. Shar O,6.461538462
150,Avg. Attr O,7.25
150,Avg. Sinc O,8.0625
150,Avg. Intel O,8.375
150,Avg. Fun O,7.1875
150,Avg. Amb O,7.2
150,Avg. Shar O,5.533333333
151,Avg. Attr O,8.6875
151,Avg. Sinc O,8.125
151,Avg. Intel O,7.466666667
151,Avg. Fun O,7.75
151,Avg. Amb O,6.857142857
151,Avg. Shar O,6
152,Avg. Attr O,7.125
152,Avg. Sinc O,7.9375
152,Avg. Intel O,7.866666667
152,Avg. Fun O,5.6
152,Avg. Amb O,6.692307692
152,Avg. Shar O,4.285714286
153,Avg. Attr O,6.3125
153,Avg. Sinc O,7.8125
153,Avg. Intel O,7.1875
153,Avg. Fun O,5.5
153,Avg. Amb O,6.461538462
153,Avg. Shar O,4.533333333
154,Avg. Attr O,7.75
154,Avg. Sinc O,7.75
154,Avg. Intel O,7.5
154,Avg. Fun O,7.2
154,Avg. Amb O,7.571428571
154,Avg. Shar O,6
155,Avg. Attr O,7.1875
155,Avg. Sinc O,7.5
155,Avg. Intel O,7.0625
155,Avg. Fun O,6.733333333
155,Avg. Amb O,6.428571429
155,Avg. Shar O,5.615384615
156,Avg. Attr O,7
156,Avg. Sinc O,7.875
156,Avg. Intel O,8
156,Avg. Fun O,7.125
156,Avg. Amb O,7.933333333
156,Avg. Shar O,6.285714286
157,Avg. Attr O,7.625
157,Avg. Sinc O,7.3125
157,Avg. Intel O,7.375
157,Avg. Fun O,7.4375
157,Avg. Amb O,7.692307692
157,Avg. Shar O,5.769230769
174,Avg. Attr O,4.9
174,Avg. Sinc O,7.6
174,Avg. Intel O,7.222222222
174,Avg. Fun O,5.875
174,Avg. Amb O,5.333333333
174,Avg. Shar O,6.375
175,Avg. Attr O,5.8
175,Avg. Sinc O,7.555555556
175,Avg. Intel O,7.6
175,Avg. Fun O,6
175,Avg. Amb O,6.555555556
175,Avg. Shar O,7
176,Avg. Attr O,7.111111111
176,Avg. Sinc O,7.875
176,Avg. Intel O,7.777777778
176,Avg. Fun O,5.333333333
176,Avg. Amb O,7.555555556
176,Avg. Shar O,5.666666667
177,Avg. Attr O,4.9
177,Avg. Sinc O,7.125
177,Avg. Intel O,7
177,Avg. Fun O,7
177,Avg. Amb O,7.333333333
177,Avg. Shar O,5.5
178,Avg. Attr O,4.555555556
178,Avg. Sinc O,7.666666667
178,Avg. Intel O,7.444444444
178,Avg. Fun O,6
178,Avg. Amb O,6.857142857
178,Avg. Shar O,6.555555556
179,Avg. Attr O,8
179,Avg. Sinc O,7.8
179,Avg. Intel O,8.3
179,Avg. Fun O,8.2
179,Avg. Amb O,7.777777778
179,Avg. Shar O,6.333333333
180,Avg. Attr O,7.555555556
180,Avg. Sinc O,7.777777778
180,Avg. Intel O,7.333333333
180,Avg. Fun O,7.222222222
180,Avg. Amb O,7
180,Avg. Shar O,6.571428571
181,Avg. Attr O,7.333333333
181,Avg. Sinc O,8.444444444
181,Avg. Intel O,7.5
181,Avg. Fun O,7
181,Avg. Amb O,7.25
181,Avg. Shar O,6
182,Avg. Attr O,5.222222222
182,Avg. Sinc O,7.555555556
182,Avg. Intel O,7.333333333
182,Avg. Fun O,6.666666667
182,Avg. Amb O,7.5
182,Avg. Shar O,5
183,Avg. Attr O,6.1
183,Avg. Sinc O,6.777777778
183,Avg. Intel O,6.888888889
183,Avg. Fun O,6.2
183,Avg. Amb O,6
183,Avg. Shar O,5.4
194,Avg. Attr O,4.55
194,Avg. Sinc O,5.85
194,Avg. Intel O,5.947368421
194,Avg. Fun O,4.95
194,Avg. Amb O,5.4
194,Avg. Shar O,4.210526316
195,Avg. Attr O,6.65
195,Avg. Sinc O,7
195,Avg. Intel O,7.5
195,Avg. Fun O,7.2
195,Avg. Amb O,5.9
195,Avg. Shar O,5.842105263
196,Avg. Attr O,6.35
196,Avg. Sinc O,6.95
196,Avg. Intel O,6.65
196,Avg. Fun O,4.75
196,Avg. Amb O,5.25
196,Avg. Shar O,4.473684211
197,Avg. Attr O,6.85
197,Avg. Sinc O,6.95
197,Avg. Intel O,7.3
197,Avg. Fun O,6.45
197,Avg. Amb O,6.5
197,Avg. Shar O,5.894736842
198,Avg. Attr O,4.6
198,Avg. Sinc O,6.6
198,Avg. Intel O,6.35
198,Avg. Fun O,4.5
198,Avg. Amb O,5.6
198,Avg. Shar O,3.894736842
199,Avg. Attr O,7.3
199,Avg. Sinc O,5.85
199,Avg. Intel O,6.8
199,Avg. Fun O,6.05
199,Avg. Amb O,6.15
199,Avg. Shar O,5.578947368
200,Avg. Attr O,7.55
200,Avg. Sinc O,7.05
200,Avg. Intel O,7.1
200,Avg. Fun O,6.8
200,Avg. Amb O,7.05
200,Avg. Shar O,6.166666667
201,Avg. Attr O,6.6
201,Avg. Sinc O,7.3
201,Avg. Intel O,7.35
201,Avg. Fun O,6.45
201,Avg. Amb O,6.45
201,Avg. Shar O,5.631578947
202,Avg. Attr O,5.75
202,Avg. Sinc O,6.95
202,Avg. Intel O,7.65
202,Avg. Fun O,6.05
202,Avg. Amb O,6.5
202,Avg. Shar O,4.947368421
203,Avg. Attr O,6.95
203,Avg. Sinc O,7.4
203,Avg. Intel O,8
203,Avg. Fun O,6.4
203,Avg. Amb O,6.3
203,Avg. Shar O,5.789473684
204,Avg. Attr O,5.75
204,Avg. Sinc O,6.1
204,Avg. Intel O,6.5
204,Avg. Fun O,6.4
204,Avg. Amb O,6.9
204,Avg. Shar O,4.842105263
205,Avg. Attr O,6.25
205,Avg. Sinc O,6.55
205,Avg. Intel O,6.85
205,Avg. Fun O,5.8
205,Avg. Amb O,5.95
205,Avg. Shar O,5
206,Avg. Attr O,5.95
206,Avg. Sinc O,7.55
206,Avg. Intel O,7.65
206,Avg. Fun O,6.5
206,Avg. Amb O,6.7
206,Avg. Shar O,5.789473684
207,Avg. Attr O,8.45
207,Avg. Sinc O,6.65
207,Avg. Intel O,6.8
207,Avg. Fun O,8.15
207,Avg. Amb O,6.85
207,Avg. Shar O,6.052631579
208,Avg. Attr O,7.7
208,Avg. Sinc O,7.65
208,Avg. Intel O,7.35
208,Avg. Fun O,7.85
208,Avg. Amb O,7.05
208,Avg. Shar O,6.052631579
209,Avg. Attr O,5.45
209,Avg. Sinc O,7.3
209,Avg. Intel O,6.85
209,Avg. Fun O,6.2
209,Avg. Amb O,6.35
209,Avg. Shar O,4.842105263
210,Avg. Attr O,6.1
210,Avg. Sinc O,7.2
210,Avg. Intel O,7.45
210,Avg. Fun O,6.45
210,Avg. Amb O,6.25
210,Avg. Shar O,5.894736842
211,Avg. Attr O,7.2
211,Avg. Sinc O,6.55
211,Avg. Intel O,6.9
211,Avg. Fun O,5.8
211,Avg. Amb O,6.55
211,Avg. Shar O,5.736842105
212,Avg. Attr O,6.95
212,Avg. Sinc O,7.5
212,Avg. Intel O,7.45
212,Avg. Fun O,7.35
212,Avg. Amb O,6.65
212,Avg. Shar O,6.315789474
213,Avg. Attr O,7.1
213,Avg. Sinc O,7.3
213,Avg. Intel O,7.1
213,Avg. Fun O,6.95
213,Avg. Amb O,6.75
213,Avg. Shar O,6.473684211
234,Avg. Attr O,5.888888889
234,Avg. Sinc O,7.888888889
234,Avg. Intel O,7.111111111
234,Avg. Fun O,6.75
234,Avg. Amb O,7.285714286
234,Avg. Shar O,4.666666667
235,Avg. Attr O,7.888888889
235,Avg. Sinc O,7.555555556
235,Avg. Intel O,7
235,Avg. Fun O,7.444444444
235,Avg. Amb O,5.857142857
235,Avg. Shar O,4.857142857
236,Avg. Attr O,5.555555556
236,Avg. Sinc O,6.888888889
236,Avg. Intel O,7.25
236,Avg. Fun O,4.111111111
236,Avg. Amb O,5.857142857
236,Avg. Shar O,3.714285714
237,Avg. Attr O,5.333333333
237,Avg. Sinc O,7.666666667
237,Avg. Intel O,7.444444444
237,Avg. Fun O,5.888888889
237,Avg. Amb O,6.166666667
237,Avg. Shar O,4
238,Avg. Attr O,6.666666667
238,Avg. Sinc O,7.555555556
238,Avg. Intel O,7.111111111
238,Avg. Fun O,6.75
238,Avg. Amb O,7.125
238,Avg. Shar O,5.875
239,Avg. Attr O,5.777777778
239,Avg. Sinc O,7.555555556
239,Avg. Intel O,7.222222222
239,Avg. Fun O,5.333333333
239,Avg. Amb O,5.5
239,Avg. Shar O,4.714285714
240,Avg. Attr O,6.777777778
240,Avg. Sinc O,7.111111111
240,Avg. Intel O,7
240,Avg. Fun O,8
240,Avg. Amb O,7.333333333
240,Avg. Shar O,5.285714286
241,Avg. Attr O,6.666666667
241,Avg. Sinc O,7.666666667
241,Avg. Intel O,6.888888889
241,Avg. Fun O,7.444444444
241,Avg. Amb O,7.142857143
241,Avg. Shar O,5.857142857
242,Avg. Attr O,8
242,Avg. Sinc O,7.333333333
242,Avg. Intel O,7.444444444
242,Avg. Fun O,7.111111111
242,Avg. Amb O,5.888888889
242,Avg. Shar O,6
252,Avg. Attr O,6.833333333
252,Avg. Sinc O,7.761904762
252,Avg. Intel O,7.25
252,Avg. Fun O,7.142857143
252,Avg. Amb O,6.894736842
252,Avg. Shar O,5.764705882
253,Avg. Attr O,3.857142857
253,Avg. Sinc O,6.25
253,Avg. Intel O,6.842105263
253,Avg. Fun O,4.65
253,Avg. Amb O,5.833333333
253,Avg. Shar O,4.588235294
254,Avg. Attr O,5.80952381
254,Avg. Sinc O,7.1
254,Avg. Intel O,7.9
254,Avg. Fun O,6.25
254,Avg. Amb O,6.75
254,Avg. Shar O,5.526315789
255,Avg. Attr O,5.714285714
255,Avg. Sinc O,6.2
255,Avg. Intel O,6.05
255,Avg. Fun O,5
255,Avg. Amb O,5.55
255,Avg. Shar O,5.157894737
256,Avg. Attr O,6.571428571
256,Avg. Sinc O,7.2
256,Avg. Intel O,7.55
256,Avg. Fun O,6.333333333
256,Avg. Amb O,6.894736842
256,Avg. Shar O,6.052631579
257,Avg. Attr O,6.857142857
257,Avg. Sinc O,7
257,Avg. Intel O,6.7
257,Avg. Fun O,6.45
257,Avg. Amb O,6.5
257,Avg. Shar O,6.210526316
258,Avg. Attr O,6.904761905
258,Avg. Sinc O,7.25
258,Avg. Intel O,7.19047619
258,Avg. Fun O,6.9
258,Avg. Amb O,6.555555556
258,Avg. Shar O,5.611111111
259,Avg. Attr O,6.55
259,Avg. Sinc O,6.052631579
259,Avg. Intel O,7.4
259,Avg. Fun O,5.842105263
259,Avg. Amb O,6.833333333
259,Avg. Shar O,5.875
260,Avg. Attr O,5.619047619
260,Avg. Sinc O,6.85
260,Avg. Intel O,7.55
260,Avg. Fun O,6
260,Avg. Amb O,6.833333333
260,Avg. Shar O,5.789473684
261,Avg. Attr O,5.285714286
261,Avg. Sinc O,6.35
261,Avg. Intel O,7.19047619
261,Avg. Fun O,5.55
261,Avg. Amb O,5.842105263
261,Avg. Shar O,5.473684211
262,Avg. Attr O,5.380952381
262,Avg. Sinc O,7.45
262,Avg. Intel O,7.6
262,Avg. Fun O,5.904761905
262,Avg. Amb O,6.055555556
262,Avg. Shar O,5.333333333
263,Avg. Attr O,5.857142857
263,Avg. Sinc O,7.142857143
263,Avg. Intel O,7.55
263,Avg. Fun O,7.285714286
263,Avg. Amb O,6.421052632
263,Avg. Shar O,5.789473684
264,Avg. Attr O,6.095238095
264,Avg. Sinc O,6.9
264,Avg. Intel O,7.15
264,Avg. Fun O,6.3
264,Avg. Amb O,6.277777778
264,Avg. Shar O,5.777777778
265,Avg. Attr O,5
265,Avg. Sinc O,6.476190476
265,Avg. Intel O,6.95
265,Avg. Fun O,3.85
265,Avg. Amb O,5.45
265,Avg. Shar O,4.45
266,Avg. Attr O,7.357142857
266,Avg. Sinc O,7.875
266,Avg. Intel O,7.775
266,Avg. Fun O,7.075
266,Avg. Amb O,6.25
266,Avg. Shar O,6.305555556
267,Avg. Attr O,5.952380952
267,Avg. Sinc O,6.6
267,Avg. Intel O,6
267,Avg. Fun O,5.55
267,Avg. Amb O,5.388888889
267,Avg. Shar O,4.941176471
268,Avg. Attr O,8.5
268,Avg. Sinc O,8.175
268,Avg. Intel O,8.225
268,Avg. Fun O,7.525
268,Avg. Amb O,7.763157895
268,Avg. Shar O,7.264705882
269,Avg. Attr O,7.476190476
269,Avg. Sinc O,7.736842105
269,Avg. Intel O,8
269,Avg. Fun O,7.142857143
269,Avg. Amb O,7.166666667
269,Avg. Shar O,6.263157895
270,Avg. Attr O,6.142857143
270,Avg. Sinc O,7
270,Avg. Intel O,7.65
270,Avg. Fun O,6.238095238
270,Avg. Amb O,6.473684211
270,Avg. Shar O,5.8
271,Avg. Attr O,6.523809524
271,Avg. Sinc O,6.05
271,Avg. Intel O,6.15
271,Avg. Fun O,6.19047619
271,Avg. Amb O,5.722222222
271,Avg. Shar O,5.166666667
272,Avg. Attr O,7.571428571
272,Avg. Sinc O,7
272,Avg. Intel O,6.5
272,Avg. Fun O,6.714285714
